timestamp,issuer,section,model,input_tokens,output_tokens,cost_usd
2026-05-23T08:14:16.276476+00:00,Altria,market_risk,claude-haiku-4-5-20251001,901,757,0.003749
2026-05-23T08:14:19.319502+00:00,Altria,financial_instruments,claude-haiku-4-5-20251001,1136,372,0.002397
2026-05-23T08:14:25.377926+00:00,Altria,market_risk,claude-haiku-4-5-20251001,788,748,0.003622
2026-05-23T08:14:31.479377+00:00,Amazon,financial_instruments,claude-haiku-4-5-20251001,1467,798,0.004366
2026-05-23T08:14:39.241849+00:00,Amazon,market_risk,claude-haiku-4-5-20251001,1572,1044,0.005434
2026-05-23T08:14:46.149872+00:00,Amazon,financial_instruments,claude-haiku-4-5-20251001,1495,788,0.004348
2026-05-23T08:14:54.145620+00:00,Amazon,market_risk,claude-haiku-4-5-20251001,1594,1013,0.005327
2026-05-23T08:15:00.591001+00:00,Amazon,financial_instruments,claude-haiku-4-5-20251001,1497,681,0.003922
2026-05-23T08:15:08.450917+00:00,Amazon,market_risk,claude-haiku-4-5-20251001,1613,1040,0.005450
2026-05-23T08:15:13.895499+00:00,Amazon,financial_instruments,claude-haiku-4-5-20251001,1450,669,0.003836
2026-05-23T08:15:23.612298+00:00,Amazon,market_risk,claude-haiku-4-5-20251001,1713,1149,0.005966
2026-05-23T08:15:30.783511+00:00,Amcor,market_risk,claude-haiku-4-5-20251001,720,900,0.004176
2026-05-23T08:15:36.701629+00:00,Amcor,market_risk,claude-haiku-4-5-20251001,733,930,0.004306
2026-05-23T08:15:41.614255+00:00,Amcor,market_risk,claude-haiku-4-5-20251001,733,816,0.003850
2026-05-23T08:15:46.591379+00:00,Amcor,market_risk,claude-haiku-4-5-20251001,733,837,0.003934
2026-05-23T08:15:53.015189+00:00,Ameren,market_risk,claude-haiku-4-5-20251001,770,820,0.003896
2026-05-23T08:15:59.134250+00:00,Ameren,market_risk,claude-haiku-4-5-20251001,739,792,0.003759
2026-05-23T08:16:05.787606+00:00,Ameren,market_risk,claude-haiku-4-5-20251001,739,769,0.003667
2026-05-23T08:16:10.813661+00:00,Ameren,market_risk,claude-haiku-4-5-20251001,754,740,0.003563
2026-05-23T08:16:34.618869+00:00,American Electric Power,market_risk,claude-haiku-4-5-20251001,91794,2033,0.081567
2026-05-23T08:17:11.176738+00:00,American Water Works,market_risk,claude-haiku-4-5-20251001,873,782,0.003826
2026-05-23T08:17:15.338083+00:00,American Water Works,market_risk,claude-haiku-4-5-20251001,714,715,0.003431
2026-05-23T08:17:22.831586+00:00,American Water Works,market_risk,claude-haiku-4-5-20251001,714,716,0.003435
2026-05-23T08:17:27.688495+00:00,American Water Works,market_risk,claude-haiku-4-5-20251001,714,764,0.003627
2026-05-23T08:17:39.929699+00:00,Amgen,market_risk,claude-haiku-4-5-20251001,1144,1025,0.005015
2026-05-23T08:17:45.900912+00:00,Amgen,market_risk,claude-haiku-4-5-20251001,749,779,0.003715
2026-05-23T08:17:53.732459+00:00,Amgen,market_risk,claude-haiku-4-5-20251001,882,1023,0.004798
2026-05-23T08:17:58.834602+00:00,Amgen,market_risk,claude-haiku-4-5-20251001,750,784,0.003736
2026-05-23T08:18:07.267312+00:00,Amphenol,market_risk,claude-haiku-4-5-20251001,1458,1017,0.005234
2026-05-23T08:18:13.353574+00:00,Amphenol,market_risk,claude-haiku-4-5-20251001,1297,825,0.004338
2026-05-23T08:18:21.144834+00:00,Amphenol,market_risk,claude-haiku-4-5-20251001,1427,854,0.004558
2026-05-23T08:18:28.645855+00:00,Amphenol,market_risk,claude-haiku-4-5-20251001,1658,925,0.005026
2026-05-23T08:18:35.968694+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,912,1161,0.005374
2026-05-23T08:18:41.816413+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,912,1163,0.005382
2026-05-23T08:18:46.726606+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,912,817,0.003998
2026-05-23T08:18:51.185828+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,775,775,0.003720
2026-05-23T08:18:56.634530+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,776,743,0.003593
2026-05-23T08:19:09.565504+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,2211,1699,0.008565
2026-05-23T08:19:20.705658+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,2185,1551,0.007952
2026-05-23T08:19:33.177037+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,2185,1681,0.008472
2026-05-23T08:19:45.781065+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,2330,1586,0.008208
2026-05-23T08:19:58.005070+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,2292,1623,0.008326
2026-05-23T08:20:06.440965+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2800,801,0.005444
2026-05-23T08:20:14.155139+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2762,786,0.005354
2026-05-23T08:20:20.847294+00:00,Apple Inc.,market_risk,claude-haiku-4-5-20251001,853,1010,0.004722
2026-05-23T08:20:28.623953+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2844,787,0.005423
2026-05-23T08:20:34.140346+00:00,Apple Inc.,market_risk,claude-haiku-4-5-20251001,789,923,0.004323
2026-05-23T08:20:40.867477+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2696,718,0.005029
2026-05-23T08:20:45.689867+00:00,Apple Inc.,market_risk,claude-haiku-4-5-20251001,789,905,0.004251
2026-05-23T08:20:54.765383+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2683,826,0.005450
2026-05-23T08:20:59.406942+00:00,Apple Inc.,market_risk,claude-haiku-4-5-20251001,789,859,0.004067
2026-05-23T08:21:08.841078+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1370,1434,0.006832
2026-05-23T08:21:16.693768+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1370,1297,0.006284
2026-05-23T08:21:24.282921+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1370,1264,0.006152
2026-05-23T08:21:32.727026+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1455,1338,0.006516
2026-05-23T08:21:40.071238+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1455,1289,0.006320
2026-05-23T08:21:45.480785+00:00,AppLovin,market_risk,claude-haiku-4-5-20251001,908,818,0.003998
2026-05-23T08:21:50.675753+00:00,AppLovin,market_risk,claude-haiku-4-5-20251001,720,837,0.003924
2026-05-23T08:21:55.291680+00:00,AppLovin,market_risk,claude-haiku-4-5-20251001,691,751,0.003557
2026-05-23T08:21:59.644244+00:00,AppLovin,market_risk,claude-haiku-4-5-20251001,691,758,0.003585
2026-05-23T08:22:07.496342+00:00,Aptiv,market_risk,claude-haiku-4-5-20251001,1093,1050,0.005074
2026-05-23T08:22:14.316648+00:00,Aptiv,market_risk,claude-haiku-4-5-20251001,962,932,0.004498
2026-05-23T08:22:21.083525+00:00,Aptiv,market_risk,claude-haiku-4-5-20251001,962,1019,0.004846
2026-05-23T08:22:27.449374+00:00,Aptiv,market_risk,claude-haiku-4-5-20251001,962,982,0.004698
2026-05-23T08:22:32.892503+00:00,Archer Daniels Midland,market_risk,claude-haiku-4-5-20251001,831,799,0.003861
2026-05-23T08:22:39.099036+00:00,Archer Daniels Midland,market_risk,claude-haiku-4-5-20251001,667,800,0.003734
2026-05-23T08:22:44.508326+00:00,Archer Daniels Midland,market_risk,claude-haiku-4-5-20251001,667,805,0.003754
2026-05-23T08:22:48.994908+00:00,Archer Daniels Midland,market_risk,claude-haiku-4-5-20251001,667,710,0.003374
2026-05-23T08:22:53.732784+00:00,Arista Networks,market_risk,claude-haiku-4-5-20251001,861,730,0.003609
2026-05-23T08:22:57.782180+00:00,Arista Networks,market_risk,claude-haiku-4-5-20251001,665,685,0.003272
2026-05-23T08:23:02.427970+00:00,Arista Networks,market_risk,claude-haiku-4-5-20251001,665,689,0.003288
2026-05-23T08:23:07.161280+00:00,Arista Networks,market_risk,claude-haiku-4-5-20251001,665,697,0.003320
2026-05-23T08:23:13.884704+00:00,AT&T,market_risk,claude-haiku-4-5-20251001,947,856,0.004182
2026-05-23T08:23:20.066846+00:00,AT&T,market_risk,claude-haiku-4-5-20251001,862,889,0.004246
2026-05-23T08:23:26.106514+00:00,AT&T,market_risk,claude-haiku-4-5-20251001,906,934,0.004461
2026-05-23T08:23:33.762062+00:00,AT&T,market_risk,claude-haiku-4-5-20251001,914,982,0.004659
2026-05-23T08:23:40.234938+00:00,Atmos Energy,market_risk,claude-haiku-4-5-20251001,969,1157,0.005403
2026-05-23T08:23:45.339579+00:00,Atmos Energy,market_risk,claude-haiku-4-5-20251001,969,805,0.003995
2026-05-23T08:23:49.892388+00:00,Atmos Energy,market_risk,claude-haiku-4-5-20251001,657,750,0.003526
2026-05-23T08:23:54.998792+00:00,Atmos Energy,market_risk,claude-haiku-4-5-20251001,657,772,0.003614
2026-05-23T08:24:04.520544+00:00,Autodesk,market_risk,claude-haiku-4-5-20251001,1744,1440,0.007155
2026-05-23T08:24:14.268522+00:00,Autodesk,market_risk,claude-haiku-4-5-20251001,1764,1426,0.007115
2026-05-23T08:24:23.613842+00:00,Autodesk,market_risk,claude-haiku-4-5-20251001,1764,1435,0.007151
2026-05-23T08:24:32.794838+00:00,Autodesk,market_risk,claude-haiku-4-5-20251001,1756,1405,0.007025
2026-05-23T08:24:37.408282+00:00,Automatic Data Processing,market_risk,claude-haiku-4-5-20251001,565,535,0.002592
2026-05-23T08:24:41.316136+00:00,Automatic Data Processing,market_risk,claude-haiku-4-5-20251001,569,537,0.002603
2026-05-23T08:24:45.294421+00:00,Automatic Data Processing,market_risk,claude-haiku-4-5-20251001,569,509,0.002491
2026-05-23T08:24:49.362808+00:00,Automatic Data Processing,market_risk,claude-haiku-4-5-20251001,569,509,0.002491
2026-05-23T08:24:58.745597+00:00,AutoZone,market_risk,claude-haiku-4-5-20251001,1254,1283,0.006135
2026-05-23T08:25:06.015354+00:00,AutoZone,market_risk,claude-haiku-4-5-20251001,1273,1154,0.005634
2026-05-23T08:25:13.264019+00:00,AutoZone,market_risk,claude-haiku-4-5-20251001,1216,1224,0.005869
2026-05-23T08:25:20.323699+00:00,AutoZone,market_risk,claude-haiku-4-5-20251001,1217,1125,0.005474
2026-05-23T08:25:24.406254+00:00,Avery Dennison,financial_instruments,claude-haiku-4-5-20251001,1512,405,0.002830
2026-05-23T08:25:30.674905+00:00,Avery Dennison,market_risk,claude-haiku-4-5-20251001,773,934,0.004354
2026-05-23T08:25:34.821692+00:00,Avery Dennison,financial_instruments,claude-haiku-4-5-20251001,1599,429,0.002995
2026-05-23T08:25:39.828343+00:00,Avery Dennison,market_risk,claude-haiku-4-5-20251001,797,851,0.004042
2026-05-23T08:25:43.896393+00:00,Avery Dennison,financial_instruments,claude-haiku-4-5-20251001,1737,369,0.002866
2026-05-23T08:25:48.632411+00:00,Avery Dennison,market_risk,claude-haiku-4-5-20251001,755,830,0.003924
2026-05-23T08:25:53.385514+00:00,Avery Dennison,financial_instruments,claude-haiku-4-5-20251001,1692,401,0.002958
2026-05-23T08:26:01.433237+00:00,Avery Dennison,market_risk,claude-haiku-4-5-20251001,763,858,0.004042
2026-05-23T08:26:10.091635+00:00,Axon Enterprise,market_risk,claude-haiku-4-5-20251001,1556,1346,0.006629
2026-05-23T08:26:19.286312+00:00,Axon Enterprise,market_risk,claude-haiku-4-5-20251001,1574,1335,0.006599
2026-05-23T08:26:28.037339+00:00,Axon Enterprise,market_risk,claude-haiku-4-5-20251001,1590,1287,0.006420
2026-05-23T08:26:37.246815+00:00,Axon Enterprise,market_risk,claude-haiku-4-5-20251001,1522,1343,0.006590
2026-05-23T08:26:47.196224+00:00,Ball Corporation,market_risk,claude-haiku-4-5-20251001,1223,1158,0.005610
2026-05-23T08:26:52.846374+00:00,Ball Corporation,market_risk,claude-haiku-4-5-20251001,1078,983,0.004794
2026-05-23T08:26:59.606059+00:00,Ball Corporation,market_risk,claude-haiku-4-5-20251001,1078,1095,0.005242
2026-05-23T08:27:06.022572+00:00,Ball Corporation,market_risk,claude-haiku-4-5-20251001,1078,1075,0.005162
2026-05-23T08:27:12.920916+00:00,Baxter International,market_risk,claude-haiku-4-5-20251001,1240,757,0.004020
2026-05-23T08:27:19.895910+00:00,Baxter International,market_risk,claude-haiku-4-5-20251001,1271,754,0.004033
2026-05-23T08:27:26.792317+00:00,Baxter International,market_risk,claude-haiku-4-5-20251001,1276,770,0.004101
2026-05-23T08:27:33.410994+00:00,Baxter International,market_risk,claude-haiku-4-5-20251001,1214,752,0.003979
2026-05-23T08:27:38.734566+00:00,Becton Dickinson,financial_instruments,claude-haiku-4-5-20251001,1475,620,0.003660
2026-05-23T08:27:42.431414+00:00,Becton Dickinson,market_risk,claude-haiku-4-5-20251001,646,616,0.002981
2026-05-23T08:27:46.611569+00:00,Becton Dickinson,financial_instruments,claude-haiku-4-5-20251001,1530,512,0.003272
2026-05-23T08:27:52.695154+00:00,Becton Dickinson,market_risk,claude-haiku-4-5-20251001,646,763,0.003569
2026-05-23T08:27:56.408301+00:00,Becton Dickinson,financial_instruments,claude-haiku-4-5-20251001,1452,517,0.003230
2026-05-23T08:28:01.167691+00:00,Becton Dickinson,market_risk,claude-haiku-4-5-20251001,646,658,0.003149
2026-05-23T08:28:05.562301+00:00,Becton Dickinson,financial_instruments,claude-haiku-4-5-20251001,1547,500,0.003238
2026-05-23T08:28:09.699189+00:00,Becton Dickinson,market_risk,claude-haiku-4-5-20251001,646,602,0.002925
2026-05-23T08:28:14.681285+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,780,690,0.003384
2026-05-23T08:28:21.236002+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,1252,856,0.004426
2026-05-23T08:28:27.278771+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,1214,920,0.004651
2026-05-23T08:28:34.056363+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,1350,936,0.004824
2026-05-23T08:28:42.751310+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,1395,1140,0.005676
2026-05-23T08:28:48.665687+00:00,Bio-Techne,market_risk,claude-haiku-4-5-20251001,1465,752,0.004180
2026-05-23T08:28:53.785573+00:00,Bio-Techne,market_risk,claude-haiku-4-5-20251001,707,740,0.003526
2026-05-23T08:28:59.270932+00:00,Bio-Techne,market_risk,claude-haiku-4-5-20251001,702,788,0.003714
2026-05-23T08:29:04.568220+00:00,Bio-Techne,market_risk,claude-haiku-4-5-20251001,702,695,0.003342
2026-05-23T08:29:14.593191+00:00,Biogen,market_risk,claude-haiku-4-5-20251001,2288,1125,0.006330
2026-05-23T08:29:24.136267+00:00,Biogen,market_risk,claude-haiku-4-5-20251001,2117,1036,0.005838
2026-05-23T08:29:32.999799+00:00,Biogen,market_risk,claude-haiku-4-5-20251001,2085,995,0.005648
2026-05-23T08:29:42.024798+00:00,Biogen,market_risk,claude-haiku-4-5-20251001,2091,1080,0.005993
2026-05-23T08:29:53.287272+00:00,Booking Holdings,market_risk,claude-haiku-4-5-20251001,1509,1498,0.007199
2026-05-23T08:30:03.076310+00:00,Booking Holdings,market_risk,claude-haiku-4-5-20251001,1384,1522,0.007195
2026-05-23T08:30:13.312347+00:00,Booking Holdings,market_risk,claude-haiku-4-5-20251001,1409,1560,0.007367
2026-05-23T08:30:22.717729+00:00,Booking Holdings,market_risk,claude-haiku-4-5-20251001,1366,1345,0.006473
2026-05-23T08:30:31.676191+00:00,Boston Scientific,market_risk,claude-haiku-4-5-20251001,1474,1235,0.006119
2026-05-23T08:30:40.791271+00:00,Boston Scientific,market_risk,claude-haiku-4-5-20251001,1476,1332,0.006509
2026-05-23T08:30:49.980329+00:00,Boston Scientific,market_risk,claude-haiku-4-5-20251001,1483,1207,0.006014
2026-05-23T08:30:56.962205+00:00,Boston Scientific,market_risk,claude-haiku-4-5-20251001,1473,1164,0.005834
2026-05-23T08:31:01.382578+00:00,Bristol Myers Squibb,financial_instruments,claude-haiku-4-5-20251001,703,446,0.002346
2026-05-23T08:31:06.481705+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,739,829,0.003907
2026-05-23T08:31:11.026763+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,701,785,0.003701
2026-05-23T08:31:15.639296+00:00,Bristol Myers Squibb,financial_instruments,claude-haiku-4-5-20251001,780,587,0.002972
2026-05-23T08:31:20.317240+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,684,822,0.003835
2026-05-23T08:31:25.988527+00:00,Bristol Myers Squibb,financial_instruments,claude-haiku-4-5-20251001,843,634,0.003210
2026-05-23T08:31:30.668806+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,684,781,0.003671
2026-05-23T08:31:35.333625+00:00,Bristol Myers Squibb,financial_instruments,claude-haiku-4-5-20251001,811,579,0.002965
2026-05-23T08:31:40.274797+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,684,807,0.003775
2026-05-23T08:31:46.832289+00:00,Broadcom,market_risk,claude-haiku-4-5-20251001,1020,933,0.004548
2026-05-23T08:31:52.196355+00:00,Broadcom,market_risk,claude-haiku-4-5-20251001,1031,892,0.004393
2026-05-23T08:31:58.219407+00:00,Broadcom,market_risk,claude-haiku-4-5-20251001,1023,899,0.004414
2026-05-23T08:32:05.212218+00:00,Broadcom,market_risk,claude-haiku-4-5-20251001,920,1020,0.004816
2026-05-23T08:32:10.706001+00:00,Broadridge Financial Solutions,market_risk,claude-haiku-4-5-20251001,888,843,0.004082
2026-05-23T08:32:16.263565+00:00,Broadridge Financial Solutions,market_risk,claude-haiku-4-5-20251001,708,864,0.004022
2026-05-23T08:32:23.041808+00:00,Broadridge Financial Solutions,market_risk,claude-haiku-4-5-20251001,708,785,0.003706
2026-05-23T08:32:27.588653+00:00,Broadridge Financial Solutions,market_risk,claude-haiku-4-5-20251001,708,765,0.003626
2026-05-23T08:32:34.117673+00:00,Brown–Forman,market_risk,claude-haiku-4-5-20251001,1030,996,0.004808
2026-05-23T08:32:39.616457+00:00,Brown–Forman,market_risk,claude-haiku-4-5-20251001,874,862,0.004147
2026-05-23T08:32:44.849362+00:00,Brown–Forman,market_risk,claude-haiku-4-5-20251001,929,884,0.004279
2026-05-23T08:32:50.681036+00:00,Brown–Forman,market_risk,claude-haiku-4-5-20251001,931,920,0.004425
