ticker,issuer_name,cik,sector,status,archetype_guess,config_path,last_checked_at,last_filing_date_seen,last_processed_period,activation_fail_count,notes
FCX,Freeport-McMoRan,831259,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/fcx.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GRMN,Garmin,1121788,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/grmn.yaml,2026-06-03T10:44:41Z,2026-03-28,,0,
IT,Gartner,749251,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/it.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GE,GE Aerospace,40545,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/ge.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GEHC,GE HealthCare,1932393,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gehc.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GEV,GE Vernova,1996810,industrials,active,active_fx_commodity_hedger,profiles/gev.yaml,2026-06-03T10:44:41Z,,,0,
GEN,Gen Digital,849399,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gen.yaml,2026-06-03T10:44:41Z,2026-04-03,,0,
GNRC,Generac,1474735,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gnrc.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GD,General Dynamics,40533,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gd.yaml,2026-06-03T10:44:41Z,2026-04-05,,0,
GIS,General Mills,40704,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gis.yaml,2026-06-03T10:44:41Z,2026-02-22,,1,
GM,General Motors,1467858,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gm.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GPC,Genuine Parts Company,40987,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gpc.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GILD,Gilead Sciences,882095,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gild.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
GDDY,GoDaddy,1609711,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/gddy.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HAL,Halliburton,45012,Energy,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hal.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HAS,Hasbro,46080,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/has.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
HCA,HCA Healthcare,860730,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hca.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HSIC,Henry Schein,1000228,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hsic.yaml,2026-06-03T10:44:41Z,2026-03-28,,0,
HSY,Hershey Company (The),47111,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hsy.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
HPE,Hewlett Packard Enterprise,1645590,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hpe.yaml,2026-06-03T10:44:41Z,2026-01-31,,0,
HLT,Hilton Worldwide,1585689,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hlt.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HOLX,Hologic,859737,Health Care,registered,,,2026-06-01T11:10:11Z,,,0,
HD,Home Depot (The),354950,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hd.yaml,2026-06-03T10:44:41Z,2026-05-03,,0,
HON,Honeywell,773840,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hon.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HRL,Hormel Foods,48465,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hrl.yaml,2026-06-03T10:44:41Z,2026-04-26,,0,
HWM,Howmet Aerospace,4281,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hwm.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HPQ,HP Inc.,47217,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hpq.yaml,2026-06-03T10:44:41Z,2026-04-30,,0,
HUBB,Hubbell Incorporated,48898,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hubb.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HUM,Humana,49071,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hum.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
HII,Huntington Ingalls Industries,1501585,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/hii.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IBM,IBM,51143,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/ibm.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IEX,IDEX Corporation,832101,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/iex.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IDXX,Idexx Laboratories,874716,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/idxx.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
ITW,Illinois Tool Works,49826,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/itw.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
INCY,Incyte,879169,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/incy.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IR,Ingersoll Rand,1699150,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/ir.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
PODD,Insulet Corporation,1145197,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/podd.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
INTC,Intel,50863,technology,active,active_ir_fx_hedger,profiles/intc.yaml,2026-06-03T10:44:41Z,,,0,
IFF,International Flavors & Fragrances,51253,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/iff.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IP,International Paper,51434,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/ip.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
INTU,Intuit,896878,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/intu.yaml,2026-06-03T10:44:41Z,2026-04-30,,0,
ISRG,Intuitive Surgical,1035267,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/isrg.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
IQV,IQVIA,1478242,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/iqv.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
JBHT,J.B. Hunt,728535,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/jbht.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
JBL,Jabil,898293,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/jbl.yaml,2026-06-03T10:44:41Z,2026-02-28,,0,
J,Jacobs Solutions,52988,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/j.yaml,2026-06-03T10:44:41Z,2026-03-27,,0,
JNJ,Johnson & Johnson,200406,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/jnj.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
JCI,Johnson Controls,833444,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/jci.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
KVUE,Kenvue,1944048,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/kvue.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
KDP,Keurig Dr Pepper,1418135,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/kdp.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
KEYS,Keysight Technologies,1601046,Information Technology,failed_activation,,,2026-06-10T09:08:13Z,2026-04-30,,1,
KMB,Kimberly-Clark,55785,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/kmb.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
KMI,Kinder Morgan,1506307,Energy,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/kmi.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
KLAC,KLA Corporation,319201,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/klac.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
KHC,Kraft Heinz,1637459,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/khc.yaml,2026-06-03T10:44:41Z,2026-03-28,,0,
KR,Kroger,56873,Consumer Staples,registered,,,2026-06-01T11:10:11Z,,,0,
LHX,L3Harris,202058,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lhx.yaml,2026-06-03T10:44:41Z,2026-04-03,,0,
LH,Labcorp,920148,Health Care,active,,/home/user/sec-derivatives-/profiles/lh.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
LRCX,Lam Research,707549,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lrcx.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
LW,Lamb Weston,1679273,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lw.yaml,2026-06-03T10:44:41Z,2026-02-22,,0,
LVS,Las Vegas Sands,1300514,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lvs.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
LDOS,Leidos,1336920,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/ldos.yaml,2026-06-03T10:44:41Z,2026-04-03,,0,
LEN,Lennar,920760,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/len.yaml,2026-06-03T10:44:41Z,2026-02-28,,0,
LII,Lennox International,1069202,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lii.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
LLY,Lilly (Eli),59478,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lly.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
LIN,Linde plc,1707925,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lin.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
LYV,Live Nation Entertainment,1335258,Communication Services,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lyv.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
LMT,Lockheed Martin,936468,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lmt.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
LOW,Lowe's,60667,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/low.yaml,2026-06-03T10:44:41Z,2026-05-01,,0,
LULU,Lululemon Athletica,1397187,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lulu.yaml,2026-06-03T10:44:41Z,2026-02-01,,0,
LYB,LyondellBasell,1489393,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/lyb.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MPC,Marathon Petroleum,1510295,Energy,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mpc.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MAR,Marriott International,1048286,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mar.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MLM,Martin Marietta Materials,916076,Materials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mlm.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MAS,Masco,62996,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mas.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MTCH,Match Group,891103,Communication Services,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mtch.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MKC,McCormick & Company,63754,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mkc.yaml,2026-06-03T10:44:41Z,2026-02-28,,0,
MCD,McDonald's,63908,Consumer Discretionary,active,,profiles/mcd.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
MCK,McKesson Corporation,927653,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mck.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MDT,Medtronic,1613103,Health Care,failed_activation,,,2026-06-19T09:08:39Z,2026-04-24,,1,
MRK,Merck & Co.,310158,healthcare,active,active_ir_fx_hedger,profiles/mrk.yaml,2026-06-03T10:44:41Z,,,0,
META,Meta Platforms,1326801,technology,active,minimal_hedger,profiles/meta.yaml,2026-06-03T10:44:41Z,,,0,
MTD,Mettler Toledo,1037646,Health Care,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mtd.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MGM,MGM Resorts,789570,Consumer Discretionary,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mgm.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
MCHP,Microchip Technology,827054,Information Technology,active,,/home/user/sec-derivatives-/profiles/mchp.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MU,Micron Technology,723125,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/mu.yaml,2026-06-03T10:44:41Z,2026-02-26,,1,
MSFT,Microsoft,789019,Information Technology,active,,/home/user/sec-derivatives-/profiles/msft.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MRNA,Moderna,1682852,Health Care,active,,/home/user/sec-derivatives-/profiles/mrna.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MOH,Molina Healthcare,1179929,Health Care,active,,/home/user/sec-derivatives-/profiles/moh.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
TAP,Molson Coors Beverage Company,24545,Consumer Staples,active,,profiles/tap.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
MDLZ,Mondelez International,1103982,Consumer Staples,active,,/home/user/sec-derivatives-/profiles/mdlz.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MPWR,Monolithic Power Systems,1280452,Information Technology,active,,/home/user/sec-derivatives-/profiles/mpwr.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MNST,Monster Beverage,865752,Consumer Staples,active_needs_review,,/home/user/sec-derivatives-/profiles/mnst.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MOS,Mosaic Company (The),1285785,Materials,active,,/home/user/sec-derivatives-/profiles/mos.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
MSI,Motorola Solutions,68505,Information Technology,active_needs_review,,profiles/msi.yaml,2026-06-04T11:59:57Z,2026-04-04,,0,
NTAP,NetApp,1002047,Information Technology,active,,/home/user/sec-derivatives-/profiles/ntap.yaml,2026-06-10T09:08:13Z,2026-04-24,,0,
NFLX,Netflix,1065280,Communication Services,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/nflx.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
NEM,Newmont,1164727,Materials,active,,/home/user/sec-derivatives-/profiles/nem.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
NWSA,News Corp (Class A),1564708,Communication Services,active,,/home/user/sec-derivatives-/profiles/nwsa.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
NEE,NextEra Energy,753308,Utilities,active,,profiles/nee.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
NKE,"Nike, Inc.",320187,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/nke.yaml,2026-06-03T15:37:51Z,2026-02-28,,0,
NI,NiSource,1111711,Utilities,active,,profiles/ni.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
NDSN,Nordson Corporation,72331,Industrials,active,,/home/user/sec-derivatives-/profiles/ndsn.yaml,2026-06-03T15:37:51Z,2026-04-30,,0,
NSC,Norfolk Southern,702165,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/nsc.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
NOC,Northrop Grumman,1133421,Industrials,active,,/home/user/sec-derivatives-/profiles/noc.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
NCLH,Norwegian Cruise Line Holdings,1513761,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/nclh.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
NRG,NRG Energy,1013871,Utilities,active,,/home/user/sec-derivatives-/profiles/nrg.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
NUE,Nucor,73309,Materials,active,,/home/user/sec-derivatives-/profiles/nue.yaml,2026-06-03T15:37:51Z,2026-04-04,,0,
NVDA,Nvidia,1045810,Information Technology,active,,/home/user/sec-derivatives-/profiles/nvda.yaml,2026-06-03T15:37:51Z,2026-04-26,,0,
NVR,"NVR, Inc.",906163,Consumer Discretionary,failed_activation,,,2026-06-04T12:22:24Z,2026-03-31,,1,
NXPI,NXP Semiconductors,1413447,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/nxpi.yaml,2026-06-03T15:37:51Z,2026-03-29,,0,
ORLY,O’Reilly Automotive,898173,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/orly.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
OXY,Occidental Petroleum,797468,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/oxy.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
ODFL,Old Dominion,878927,Industrials,active,,/home/user/sec-derivatives-/profiles/odfl.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
OMC,Omnicom Group,29989,Communication Services,active,,/home/user/sec-derivatives-/profiles/omc.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
ON,ON Semiconductor,1097864,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/on.yaml,2026-06-03T15:37:51Z,2026-04-03,,0,
OKE,Oneok,1039684,Energy,active,,profiles/oke.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
ORCL,Oracle Corporation,1341439,Information Technology,active,,C:\Users\lukas\sec-derivatives\profiles\orcl.yaml,2026-03-25T02:23:52Z,2026-02-28,,,
OTIS,Otis Worldwide,1781335,Industrials,active,,/home/user/sec-derivatives-/profiles/otis.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PCAR,Paccar,75362,Industrials,active_needs_review,,profiles/pcar.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
PKG,Packaging Corporation of America,75677,Materials,active,,/home/user/sec-derivatives-/profiles/pkg.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PLTR,Palantir Technologies,1321655,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/pltr.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PANW,Palo Alto Networks,1327567,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/panw.yaml,2026-06-03T15:37:51Z,2026-04-30,,0,
PSKY,Paramount Skydance Corporation,2041610,Communication Services,active_needs_review,,profiles/psky.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
PH,Parker Hannifin,76334,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/ph.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PAYX,Paychex,723531,Industrials,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/payx.yaml,2026-06-03T10:44:41Z,2026-02-28,,0,
PAYC,Paycom,1590955,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/payc.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PNR,Pentair,77360,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/pnr.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PEP,PepsiCo,77476,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/pep.yaml,2026-06-03T10:44:41Z,2026-03-21,,0,
PFE,Pfizer,78003,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/pfe.yaml,2026-06-03T15:37:51Z,2026-03-29,,0,
PCG,PG&E Corporation,1004980,Utilities,active_needs_review,,profiles/pcg.yaml,2026-06-04T11:59:57Z,2026-03-31,,0,
PM,Philip Morris International,1413329,consumer_staples,active,active_fx_commodity_hedger,profiles/pm.yaml,2026-06-03T10:44:41Z,,,0,
PSX,Phillips 66,1534701,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/psx.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PNW,Pinnacle West Capital,764622,Utilities,active,,/home/user/sec-derivatives-/profiles/pnw.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
POOL,Pool Corporation,945841,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/pool.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PPG,PPG Industries,79879,Materials,active,,/home/user/sec-derivatives-/profiles/ppg.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PPL,PPL Corporation,922224,Utilities,active_needs_review,,profiles/ppl.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
PG,Procter & Gamble,80424,Consumer Staples,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/pg.yaml,2026-06-03T10:44:41Z,2026-03-31,,0,
PEG,Public Service Enterprise Group,788784,Utilities,active_needs_review,,/home/user/sec-derivatives-/profiles/peg.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PTC,PTC Inc.,857005,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/ptc.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PHM,PulteGroup,822416,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/phm.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
PWR,Quanta Services,1050915,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/pwr.yaml,2026-06-03T15:37:51Z,2026-03-31,,0,
QCOM,Qualcomm,804328,Information Technology,active,,/home/user/sec-derivatives-/profiles/qcom.yaml,2026-06-03T15:37:51Z,2026-03-29,,0,
DGX,Quest Diagnostics,1022079,Health Care,active,,/home/user/sec-derivatives-/profiles/dgx.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
Q,Qnity Electronics,1700849,Information Technology,registered,,,2026-06-01T11:10:11Z,,,0,
RL,Ralph Lauren Corporation,1037038,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/rl.yaml,2026-06-04T09:25:16Z,2026-03-28,,0,
RTX,RTX Corporation,101829,Industrials,active,,profiles/rtx.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
REGN,Regeneron Pharmaceuticals,872589,Health Care,active,,/home/user/sec-derivatives-/profiles/regn.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
RSG,Republic Services,1060391,Industrials,active,,/home/user/sec-derivatives-/profiles/rsg.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
RMD,ResMed,943819,Health Care,active,,profiles/rmd.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
RVTY,Revvity,31791,Health Care,active,,/home/user/sec-derivatives-/profiles/rvty.yaml,2026-06-04T09:25:16Z,2026-04-05,,0,
ROK,Rockwell Automation,1024478,Industrials,active,,profiles/rok.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
ROL,"Rollins, Inc.",84839,Industrials,active,,/home/user/sec-derivatives-/profiles/rol.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
ROP,Roper Technologies,882835,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/rop.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
ROST,Ross Stores,745732,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/rost.yaml,2026-06-04T09:25:16Z,2026-05-02,,0,
RCL,Royal Caribbean Group,884887,Consumer Discretionary,active,,/home/user/sec-derivatives-/profiles/rcl.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
CRM,Salesforce,1108524,Information Technology,active,,/home/user/sec-derivatives-/profiles/crm.yaml,2026-06-04T09:25:16Z,2026-04-30,,0,
SLB,Schlumberger,87347,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/slb.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
STX,Seagate Technology,1137789,Information Technology,active,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/stx.yaml,2026-06-03T10:44:41Z,2026-04-03,,0,
SRE,Sempra,1032208,Utilities,active_needs_review,,/home/user/sec-derivatives-/profiles/sre.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
NOW,ServiceNow,1373715,Information Technology,active,,/home/user/sec-derivatives-/profiles/now.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
SHW,Sherwin-Williams,89800,Materials,active_needs_review,,/home/user/sec-derivatives-/profiles/shw.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
SWKS,Skyworks Solutions,4127,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/swks.yaml,2026-06-04T09:25:16Z,2026-04-03,,0,
SJM,J.M. Smucker Company (The),91419,Consumer Staples,active,,/home/user/sec-derivatives-/profiles/sjm.yaml,2026-06-10T09:08:13Z,2026-04-30,,0,
SW,Smurfit Westrock,2005951,Materials,active_needs_review,,/home/user/sec-derivatives-/profiles/sw.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
SNA,Snap-on,91440,Industrials,active,,profiles/sna.yaml,2026-06-04T11:59:58Z,2026-04-04,,0,
SOLV,Solventum,1964738,Health Care,active,,profiles/solv.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
SO,Southern Company,92122,Utilities,active_needs_review,,profiles/so.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
LUV,Southwest Airlines,92380,Industrials,active,,/home/user/sec-derivatives-/profiles/luv.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
SWK,Stanley Black & Decker,93556,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/swk.yaml,2026-06-03T10:44:41Z,2026-04-04,,0,
SBUX,Starbucks,829224,Consumer Discretionary,active,,profiles/sbux.yaml,2026-06-04T11:59:58Z,2026-03-29,,0,
STLD,Steel Dynamics,1022671,Materials,active,,/home/user/sec-derivatives-/profiles/stld.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
STE,Steris,1757898,Health Care,active,,/home/user/sec-derivatives-/profiles/ste.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
SYK,Stryker Corporation,310764,Health Care,active,,/home/user/sec-derivatives-/profiles/syk.yaml,2026-06-04T09:25:16Z,2026-03-31,,0,
